"CONTROL","DISTANCEONLY","TUITFTE","ADM_RATE_ALL","C150_4","DEBT_MDN","NPT4_PUB","NPT4_PRIV","SAT_AVG","PCTFLOAN","UGDS"
3,0,33,0.7167,0.46545,9833,8792,4754,1036.5,0,275
3,0,3015,0.7167,0.46545,9833,8792,5376,1036.5,0,118
3,0,6146,0.7167,0.46545,9833,8792,4913,1036.5,0,94
3,0,6278,0.8146,0.46545,9833,8792,10420,1036.5,0,1550
3,0,2067,0.7167,0.46545,1750,8792,5278,1036.5,0.1489,211
3,0,4030,0.7167,0.46545,9833,8792,3669,1036.5,0,11
3,0,11874,0.7167,0.46545,3782.5,8792,11577,1036.5,0.6694,69
3,0,4036,0.7167,0.46545,5196,8792,6329,1036.5,0.9603,207
3,0,2608,0.7167,0.46545,6700,8792,9980,1036.5,0.3452,51
3,0,7122,0.7167,0.46545,5500,8792,10194,1036.5,0.8684,24
3,0,4923,0.7167,0.46545,9833,8792,9748,1036.5,0,93
3,0,2028,0.7167,0.46545,1750,8792,5236,1036.5,0.2527,579
3,0,1812,0.7167,0.46545,1750,8792,5484,1036.5,0.2407,244
3,0,1998,0.7167,0.46545,1750,8792,5305,1036.5,0.3895,217
3,0,11468,0.7167,0.46545,4750,8792,12897,1036.5,0.797,115
3,0,5199,0.7167,0.46545,6824.5,8792,10473,1036.5,0.2625,92
3,0,3061,0.7167,0.46545,9833,8792,3440,1036.5,0,61
2,0,4722,1,0.0625,9833,8792,12371,1036.5,0,48
2,0,328,0.7167,0.46545,9833,8792,9365,1036.5,0.004,448
3,0,8653,0.7167,0.46545,9833,8792,7677,1036.5,0,96
3,0,5506,0.7167,0.46545,9833,8792,2027,1036.5,0,53
3,0,1891,0.7167,0.46545,9833,8792,5218,1036.5,0,14
3,0,7368,0.7167,0.46545,9833,8792,13581,1036.5,0.4894,51
3,0,964,0.7167,0.46545,9833,8792,5868,1036.5,0,390
3,0,3713,0.7167,0.46545,4126,8792,6191,1036.5,0.2258,74
3,0,1216,0.7167,0.46545,9500,8792,11113,1036.5,0.5915,290
3,0,2450,0.7167,0.46545,9833,8792,10718,1036.5,0,920
3,0,4858,0.7167,0.46545,9833,8792,8869,1036.5,0,40
3,0,9848,0.7167,0.46545,9833,8792,8455,1036.5,0.5104,60
2,0,3422,0.7167,0.46545,5250,8792,12523,1036.5,0.6452,134
3,0,4337,0.7167,0.46545,9833,8792,4124,1036.5,0,195
3,0,3647,0.7167,0.46545,9833,8792,1618,1036.5,0.7556,25
3,0,5890,0.7167,0.46545,9833,8792,6895,1036.5,0,89
3,0,7691,0.7167,0.46545,7776,8792,13349,1036.5,0.8237,185
3,0,8587,0.7167,0.46545,12000,8792,12444,1036.5,0.7586,105
2,0,6772,0.7167,0.46545,9833,8792,7748,1036.5,0,623
2,0,4569,0.7167,0.46545,5250,8792,13242,1036.5,0.566,145
3,0,10635,0.7167,0.46545,9833,8792,10606,1036.5,0.0929,61
3,0,357,0.7167,0.46545,8150,8792,9096,1036.5,0.7244,388
2,0,18341,0.7167,0.46545,9833,8792,3861,1036.5,0.625,27
3,0,9,0.7167,0.46545,9833,8792,2844,1036.5,0,867
3,0,6662,0.7167,0.46545,9833,8792,6196,1036.5,0,356
3,0,404,0.7167,0.46545,9833,8792,10302,1036.5,0,55
2,0,246,0.7167,0.46545,9833,8792,7673,1036.5,0,96
3,0,13269,0.7167,0.46545,9500,8792,8722,1036.5,0.4226,812
2,0,3676,0.7167,0.46545,9833,8792,3893,1036.5,0,243
3,0,5485,0.7167,0.46545,9833,8792,14781,1036.5,0.9559,144
3,0,9999,0.7167,0.46545,8002,8792,11691,1036.5,0.5486,110
2,0,6255,0.7167,0.46545,5250,8792,13708,1036.5,0.5588,99
2,0,4827,0.7167,0.46545,9833,8792,6797,1036.5,0,132
3,0,2184,0.7167,0.46545,4750,8792,7542,1036.5,0.0556,99
3,0,5547,0.7167,0.46545,9833,8792,6506,1036.5,0.3333,86
2,0,4046,0.7167,0.46545,9500,8792,7851,1036.5,0.8542,43
3,0,144,0.7167,0.46545,7432.5,8792,6976,1036.5,1,51
2,0,14539,0.981,0.1176,9833,8792,9804,1036.5,0.0036,1642
3,0,13076,0.7167,0.46545,5500,8792,12243,1036.5,0.469,58
3,0,11593,0.7167,0.46545,9500,8792,12496,1036.5,0.7647,129
2,0,1925,0.7167,0.46545,9833,8792,5818,1036.5,0,58
3,0,15,0.7167,0.46545,8603,8792,10734,1036.5,0.6525,181
2,0,163,0.7167,0.46545,9833,8792,7431,1036.5,0,1031
2,0,3071,0.7167,1,9833,8792,2950,1036.5,0,23
2,0,5394,0.7167,0.46545,9833,8792,6003,1036.5,0,711
3,0,5613,0.7167,0.46545,7500,8792,11079,1036.5,0.3529,39
3,0,3466,0.7167,0.46545,9833,8792,4040,1036.5,0.1809,47
3,0,6036,0.7167,0.46545,13209,8792,8830,1036.5,0.8444,34
2,0,389,0.7167,0.46545,9833,8792,7601,1036.5,0,307
3,0,315,0.7167,0.46545,9833,8792,4540,1036.5,0,225
3,0,6790,0.7167,0.46545,8998,8792,14064,1036.5,0.7443,175
3,0,1367,0.7167,0.46545,9833,8792,8225,1036.5,0,164
3,0,7298,0.7167,0.46545,9100,8792,11327,1036.5,0.6404,138
3,0,5835,1,0.46545,9833,8792,5379,1036.5,0,188
3,0,5612,0.7167,0.46545,9833,8792,7096,1036.5,0,79
3,0,765,0.7167,0.46545,9833,8792,7251,1036.5,0,161
3,0,7079,0.7167,0.46545,13000,8792,13284,1036.5,0.9048,40
3,0,2347,0.7167,0.46545,4755,8792,6959,1036.5,0.8971,294
3,0,9784,0.7167,0.46545,9500,8792,9910,1036.5,0.7206,285
3,0,5657,0.7167,0.46545,9500,8792,12812,1036.5,0.5506,302
3,0,1653,0.7167,0.46545,4750,8792,8406,1036.5,0.9467,34
3,0,5619,0.7167,0.46545,9833,8792,7859,1036.5,0,33
3,0,2397,0.7167,0.46545,3500,8792,3482,1036.5,0.76,39
3,0,7839,0.7167,0.46545,4584,8792,11954,1036.5,0.1379,67
3,0,3513,0.7167,0.46545,9833,8792,4125,1036.5,0.0444,26
2,0,342,0.7167,0.46545,9833,8792,5452,1036.5,0,84
3,0,3024,0.7167,0.46545,9499,8792,12154,1036.5,0.6435,83
3,0,5938,0.7167,0.46545,6180,8792,8640,1036.5,1,88
2,0,4589,0.7167,0.8206,9833,8792,7634,1036.5,0,1269
3,0,9027,0.7167,0.46545,8786,8792,8995,1036.5,0.6537,907
3,0,7503,0.7167,0.46545,13250,8792,11207,1036.5,0.6894,85
3,0,12916,0.7167,0.46545,6402,8792,11003,1036.5,0.5444,54
3,0,3836,0.7167,0.46545,5500,8792,7990,1036.5,0.4706,61
3,0,11431,0.7167,0.46545,9500,8792,7838,1036.5,0.5537,14
3,0,4122,0.7167,0.46545,9500,8792,10971,1036.5,0.8489,263
2,0,10,0.7167,0.8,18000,8792,9230,1036.5,0.9341,620
2,0,5006,0.7167,0.46545,10867,8792,8662,1036.5,0.0893,864
3,0,7237,0.7167,0.46545,9500,8792,13112,1036.5,0.4567,149
2,0,5694,0.7167,0.1429,9833,8792,5900,1036.5,0,355
3,0,3424,0.7167,0.46545,9833,8792,4941,1036.5,0,189
3,0,7521,0.7167,0.46545,9833,8792,8438,1036.5,0.5,18
3,0,6087,0.7167,0.46545,7100.5,8792,13977,1036.5,0.475,68
3,0,7061,0.7167,0.46545,8615,8792,11561,1036.5,0.6763,67
3,0,7349,0.7167,0.46545,9833,8792,10584,1036.5,0.5263,228
3,0,11841,0.7167,0.46545,10046,8792,12203,1036.5,0.952,210
2,0,13001,0.7167,0.46545,4200,8792,8393,1036.5,0.65,53
3,1,5654,0.7167,0.46545,5781,8792,10744,1036.5,0.1936,9521
2,0,0,0.7167,0.46545,9833,8792,8680,1036.5,0,89
3,0,1168,0.7167,0.46545,9833,8792,2093,1036.5,0,158
2,0,24,0.7167,0.46545,9833,8792,8481,1036.5,0,188
3,0,7057,0.7167,0.46545,11410,8792,9432,1036.5,0.4677,39
3,0,12910,0.7167,0.46545,11788,8792,10431,1036.5,0.4518,196
3,0,866,0.7167,0.46545,1441,8792,7789,1036.5,0.5377,756
3,0,6508,0.7167,0.46545,9500,8792,3573,1036.5,0.6402,196
2,0,13096,0.7167,0.46545,7917,8792,11167,1036.5,0.8175,118
2,0,41,0.7167,0.7022,9833,8792,4382,1036.5,0,2470
3,0,38,0.7167,0.46545,9833,8792,5339,1036.5,0,96
3,0,444,0.8571,0.2154,5500,8792,9159,1036.5,0.4458,1868
3,0,14,0.7167,0.46545,8603,8792,10715,1036.5,0.5104,99
2,0,8551,0.7167,0.0941,11666.5,8792,13095,1036.5,0.7444,3761
3,0,7194,0.7167,0.46545,9833,8792,4442,1036.5,0,147
3,0,3545,0.7167,0.46545,9833,8792,9924,1036.5,0.7143,31
3,0,5189,0.4426,0.46545,9833,8792,1987,1036.5,0,144
3,0,5201,0.7167,0.46545,9134,8792,5599,1036.5,0.4746,165
3,0,6898,0.7167,0.46545,9833,8792,2178,1036.5,0,55
3,0,11356,0.7167,0.46545,6600,8792,12682,1036.5,0.4725,103
3,0,10565,0.7167,0.46545,6544,8792,11346,1036.5,0.386,97
2,0,3102,0.7167,0.2941,9833,8792,8938,1036.5,0,189
3,0,5214,0.7167,0.46545,9833,8792,12955,1036.5,0,70
2,0,11201,1,0.1,9833,8792,9232,1036.5,0,96
3,0,10333,0.7167,0.46545,9500,8792,9673,1036.5,0.5451,141
3,0,4024,0.7167,0.46545,9833,8792,8802,1036.5,0.4524,27
3,0,5746,0.7167,0.46545,3500,8792,10419,1036.5,0.2042,886
3,0,7578,0.7167,0.46545,9833,8792,686,1036.5,0,77
3,0,444,0.7167,0.46545,9833,8792,3164,1036.5,0,258
3,0,3150,0.7167,0.46545,9833,8792,6060,1036.5,0,52
3,0,3851,0.7167,0.46545,9500,8792,7386,1036.5,0.0244,19
3,0,4603,0.7167,0.46545,9833,8792,6211,1036.5,0,180
3,0,5042,0.7167,0.46545,9833,8792,8328,1036.5,0.4138,5
3,0,8046,0.7167,0.46545,15950,8792,4084,1036.5,0.9655,49
3,0,6372,0.7167,0.46545,9833,8792,8598,1036.5,0,76
3,0,8373,0.7167,0.46545,6406,8792,11593,1036.5,0.6984,76
3,0,8439,0.7167,0.46545,9500,8792,9047,1036.5,0.7216,67
3,0,10649,0.7167,0.46545,9472.5,8792,9691,1036.5,0.6543,130
3,0,2998,0.7167,0.46545,9500,8792,13659,1036.5,0.5632,32
3,0,9280,0.7167,0.46545,6333,8792,12777,1036.5,0.5659,113
3,0,8967,0.7167,0.46545,6333,8792,11475,1036.5,0.6032,119
3,0,10592,0.7167,0.46545,6896,8792,12830,1036.5,0.8134,207
3,0,2153,0.7167,0.46545,9833,8792,5785,1036.5,0,33
3,0,11239,0.7167,0.46545,3525,8792,6916,1036.5,0.6429,21
2,0,9781,0.7167,0.46545,7601,8792,13118,1036.5,0.4909,60
3,0,5943,0.7167,0.46545,8946,8792,8306,1036.5,0.871,27
3,0,4013,0.7167,0.46545,5500,8792,8273,1036.5,0.4722,44
2,0,6410,0.7167,0.46545,9500,8792,14013,1036.5,0.7453,176
3,0,8622,0.7167,0.46545,4786,8792,7828,1036.5,0.6712,67
3,0,4938,0.7167,0.46545,6026,8792,12915,1036.5,0.4561,128
2,0,4367,0.7167,0,9833,8792,14125,1036.5,0,76
3,0,8253,0.7167,0.46545,5411.5,8792,11244,1036.5,0.3812,401
3,0,5937,0.7167,0.46545,9833,8792,6381,1036.5,0.4571,17
3,0,721,0.7167,0.46545,9833,8792,7932,1036.5,0,31
3,0,5923,0.7167,0.46545,9833,8792,9163,1036.5,0.8182,26
3,0,3874,0.7167,0.46545,6490,8792,7545,1036.5,0.8955,17
2,0,10180,0.7167,0.6564,9833,8792,10289,1036.5,0,1561
3,0,8160,0.7167,0.46545,8100,8792,11998,1036.5,0.7005,249
3,0,11999,0.7167,0.46545,5781,8792,11349,1036.5,0.5,6
3,0,5991,0.7167,0.46545,7136,8792,9246,1036.5,0.9286,18
3,0,10402,0.7167,0.4688,12417,8792,10517,1036.5,0.6521,279
3,0,8477,0.7167,0.46545,8350,8792,12232,1036.5,0.3319,142
3,0,3396,0.7167,0.46545,4750,8792,6196,1036.5,0.0508,57
3,0,5165,0.7167,0.46545,9833,8792,5868,1036.5,0,138
3,0,4331,0.7167,0.46545,6365,8792,10070,1036.5,0.254,64
3,0,6937,0.7167,0.46545,5200,8792,14011,1036.5,0.9434,73
3,0,3018,0.7167,0.46545,3579.5,8792,12094,1036.5,0.5815,148
3,0,7551,0.7167,0.46545,9498,8792,7955,1036.5,0.595,234
3,0,6541,0.7167,0.46545,9833,8792,9028,1036.5,0.5357,28
3,0,8015,0.7167,0.46545,9833,8792,1574,1036.5,0,103
3,0,8639,0.7167,0.46545,9833,8792,13543,1036.5,0.5,29
3,0,5945,0.7167,0.46545,3800,8792,7954,1036.5,0.6774,64
3,0,5724,0.7167,0.46545,5500,8792,6152,1036.5,0.7922,44
3,0,8153,0.7167,0.46545,9833,8792,7716,1036.5,0.7407,20
3,0,9931,0.7167,0.46545,9500,8792,11828,1036.5,0.3036,90
3,0,8372,0.7167,0.46545,4400,8792,12338,1036.5,0.8125,25
3,0,7879,0.7167,0.46545,6334,8792,8335,1036.5,0.9787,18
3,0,4091,0.7167,0.46545,9833,8792,11413,1036.5,0,120
3,0,6548,0.7167,0.46545,6566.5,8792,11931,1036.5,0.4648,39
3,0,8185,0.7167,0.46545,6817,8792,8995,1036.5,0.5625,121
3,0,6608,0.7167,0.46545,9833,8792,11714,1036.5,0.1136,53
3,0,5280,0.7167,0.46545,7500,8792,14322,1036.5,0.9,45
3,0,3666,0.7167,0.46545,7602,8792,6649,1036.5,0.4138,42
2,0,6734,0.7173,0,18624,8792,7366,1036.5,0.6636,721
3,0,4808,0.7167,0.46545,9500,8792,13870,1036.5,0.9145,88
3,0,6173,0.7167,0.46545,9833,8792,11876,1036.5,0,254
3,0,5166,0.7167,0.46545,9833,8792,10259,1036.5,0,276
3,0,7081,0.7167,0.46545,8100,8792,14066,1036.5,0.4505,66
2,0,110,0.7167,0.46545,9833,8792,7492,1036.5,0,395
2,0,275,0.7167,0.46545,9833,8792,7321,1036.5,0,188
2,0,309,0.7167,0.46545,9833,8792,6994,1036.5,0,169
2,0,1960,0.7167,1,9833,8792,10708,1036.5,0.3824,25
3,0,5247,0.7167,0.46545,1826,8792,9654,1036.5,0.44,129
3,0,11245,0.7167,0.46545,9833,8792,12479,1036.5,0.8025,29
3,0,7623,0.7167,0.46545,6200,8792,9574,1036.5,0.811,80
3,0,8886,0.7167,0.46545,5500,8792,11830,1036.5,0.5357,113
3,0,6115,0.7167,0.46545,4750,8792,12000,1036.5,0.4035,33
3,0,6124,0.7167,0.46545,7628.5,8792,9626,1036.5,0.6592,130
2,0,4360,0.4605,0.1786,9833,8792,6128,1036.5,0,114
3,0,12367,0.7167,0.46545,1280,8792,3437,1036.5,0.1,124
3,0,962,0.7167,0.46545,9833,8792,1715,1036.5,0,59
3,0,2821,0.7167,0.46545,7917,8792,10746,1036.5,0.3906,70
3,0,3932,0.7167,0.46545,5500,8792,11493,1036.5,0.3348,119
3,0,11332,0.7167,0.46545,8612,8792,9773,1036.5,0.6897,64
2,0,5926,0.7167,0.3333,9833,8792,8270,1036.5,0.1719,86
3,0,9165,0.7167,0.46545,6837,8792,13494,1036.5,0.633,127
3,0,9771,0.7167,0.46545,6406,8792,13208,1036.5,0.6857,123
3,0,8696,0.7167,0.46545,9833,8792,11063,1036.5,0.5,119
3,0,12598,0.7167,0.46545,9500,8792,11212,1036.5,0.4444,104
3,0,5593,0.7167,0.46545,9833,8792,11629,1036.5,0.1333,64
3,0,6839,0.7167,0.46545,5136,8792,6078,1036.5,0.411,152
3,0,12397,0.7167,0.46545,11667,8792,12179,1036.5,0.8808,119
3,0,6098,0.7167,0.46545,9500,8792,12817,1036.5,0.5454,666
3,0,16530,0.7167,0.46545,6702,8792,10935,1036.5,0.7576,26
3,0,10615,0.7167,0.46545,9833,8792,11220,1036.5,0.5,59
3,0,5476,0.7167,0.46545,6222,8792,10653,1036.5,0.934,25
3,0,9952,0.7167,0.46545,6333,8792,13663,1036.5,0.6016,193
3,0,6912,0.7167,0.46545,9500,8792,13379,1036.5,0.4881,61
3,0,14876,0.7167,0.46545,9833,8792,8567,1036.5,0.8482,72
3,0,3703,0.7167,0.46545,9500,8792,11579,1036.5,0.5975,96
3,0,3949,0.7167,0.46545,5000,8792,6382,1036.5,0.1902,160
2,0,7460,0.8684,0.3704,9833,8792,2540,1036.5,0,307
3,0,12412,0.7167,0.46545,6503,8792,12728,1036.5,0.4903,359
3,0,10954,0.7167,0.46545,9833,8792,11181,1036.5,0,125
3,0,6519,0.7167,0.46545,5500,8792,10555,1036.5,0.8991,51
3,0,7599,0.7167,0.46545,10556,8792,7607,1036.5,1,120
3,0,2443,0.7167,0.46545,9500,8792,7495,1036.5,0.8,25
3,0,5126,0.7167,0.46545,9833,8792,9708,1036.5,0.6383,37
3,0,6481,0.7167,0.46545,7375,8792,9711,1036.5,0.5434,93
3,0,7025,0.7167,0.46545,9833,8792,1421,1036.5,0.6667,8
3,0,12146,0.7167,0.46545,12000,8792,7439,1036.5,0.7317,30
2,0,3756,0.7167,0.6667,2375,8792,7176,1036.5,0,631
3,0,6950,0.7167,0.46545,9500,8792,14124,1036.5,0.7917,18
3,0,5709,0.7167,0.46545,9520,8792,11783,1036.5,0.4026,45
3,0,8519,0.7167,0.46545,8100,8792,11846,1036.5,0.5978,50
2,0,3968,0.7167,0.46545,9833,8792,12340,1036.5,0,40
3,0,5744,0.7167,0.46545,12000,8792,12243,1036.5,0.3482,61
3,0,1248,0.7167,0.46545,3772,8792,11863,1036.5,0.5769,23
3,0,7528,0.7167,0.46545,6333,8792,9535,1036.5,0.5579,856
3,0,4329,0.7167,0.46545,9833,8792,4753,1036.5,0,63
3,0,6782,0.7167,0.46545,8801,8792,10218,1036.5,0.6512,632
3,0,6315,0.7167,0.46545,9833,8792,8319,1036.5,0.7451,32
3,0,76,0.7167,0.46545,5747,8792,9410,1036.5,0.7737,38
3,0,7724,0.7167,0.46545,5500,8792,8662,1036.5,0.3253,67
3,0,6926,0.7167,0.46545,10850,8792,12922,1036.5,0.5389,139
3,0,11913,0.7167,0.46545,7917,8792,9256,1036.5,0.7455,33
3,0,12523,0.7167,0.46545,9833,8792,11699,1036.5,0.6563,31
3,0,9594,0.7167,0.46545,10559,8792,13267,1036.5,0.6875,133
3,0,9963,0.7167,0.46545,6224,8792,13163,1036.5,0.5106,58
3,0,2216,0.7167,0.46545,3500,8792,9955,1036.5,0.6532,136
3,0,7203,1,0.46545,9500,8792,11114,1036.5,0.4556,115
2,0,3520,0.7167,0.46545,4536,8792,6721,1036.5,1,62
3,0,9051,0.7167,0.46545,9833,8792,9877,1036.5,0.6043,244
3,0,7979,0.7167,0.46545,9500,8792,13080,1036.5,0.75,303
3,0,4459,0.7167,0.46545,9500,8792,7209,1036.5,0.9565,18
3,0,7712,0.7167,0.46545,8998,8792,11980,1036.5,0.5161,208
3,0,7436,0.7167,0.46545,9413.5,8792,10542,1036.5,0.6889,817
3,0,4609,0.7167,0.46545,9500,8792,10616,1036.5,0.9298,50
3,0,23127,1,0.46545,12380.5,8792,2963,1036.5,0.7458,629
3,0,9589,0.7167,0.46545,6333,8792,11016,1036.5,0.9086,363
3,0,9350,0.7167,0.46545,9833,8792,11366,1036.5,0.4731,107
3,0,5203,0.7167,0.46545,6211,8792,13841,1036.5,0.6656,192
3,0,9055,0.7167,0.46545,6333,8792,10172,1036.5,0.6778,58
3,0,9631,0.7167,0.46545,9500,8792,10952,1036.5,0.8481,55
2,0,6052,0.7167,0.46545,9833,8792,2512,1036.5,0,15
3,0,5243,0.7167,0.46545,9833,8792,4478,1036.5,0,109
3,0,10055,0.7167,0.46545,2950,8792,3274,1036.5,1,136
3,0,3725,0.7167,0.46545,4318,8792,5157,1036.5,0.0588,297
3,0,7492,0.7167,0.46545,9500,8792,12379,1036.5,0.649,143
3,0,7800,0.7167,0.46545,11250,8792,12506,1036.5,0.5703,181
3,0,4542,0.7167,0.46545,6333,8792,14016,1036.5,0.6229,131
3,0,8010,0.7167,0.46545,6406,8792,10956,1036.5,0.7296,110
3,0,9487,0.7167,0.46545,9500,8792,13472,1036.5,0.7132,87
3,0,4245,0.7167,0.46545,9921,8792,11357,1036.5,0.9048,54
3,0,10788,0.7167,0.46545,9921,8792,11133,1036.5,0.645,93
3,0,10352,0.7167,0.46545,13500,8792,11149,1036.5,0.5486,106
3,0,4945,0.7167,0.46545,6333,8792,12257,1036.5,0.3902,179
3,0,8460,0.7167,0.46545,13000,8792,8806,1036.5,0.9901,126
3,0,1658,0.7167,0.46545,9833,8792,9812,1036.5,0.1099,46
3,0,6849,0.7167,0.46545,5500,8792,9613,1036.5,0.6364,115
3,0,10004,0.7167,0.46545,9833,8792,11013,1036.5,0.25,38
3,0,5905,0.7167,0.46545,9500,8792,12765,1036.5,0.5714,120
2,0,6039,0.7167,0.46545,9833,8792,11465,1036.5,0.62,33
3,0,3533,0.7167,0.46545,9833,8792,5563,1036.5,0,44
3,0,5013,0.7167,0.46545,16500,8792,9755,1036.5,0.5238,60
3,0,3268,0.7167,0.46545,9944,8792,9261,1036.5,0.44,33
3,0,8289,0.7167,0.46545,6917,8792,13643,1036.5,0.4533,45
3,0,6428,0.7167,0.46545,5737,8792,10014,1036.5,0.6379,45
3,0,4235,0.7167,0.46545,9832,8792,12480,1036.5,0.4802,106
3,0,8365,0.7167,0.46545,10447.5,8792,13182,1036.5,0.6331,152
3,0,3056,0.7167,0.46545,9833,8792,10571,1036.5,0,35
3,0,3686,0.7167,0.46545,9500,8792,11598,1036.5,0.4811,129
3,0,4959,0.7167,0.46545,9833,8792,4856,1036.5,0,59
3,0,1643,0.7167,0.46545,9833,8792,7479,1036.5,0,33
3,0,6352,0.7167,0.46545,6333,8792,10902,1036.5,0.5176,105
3,0,3591,0.7167,0.46545,9833,8792,7503,1036.5,0.375,30
3,0,28,0.7167,0.46545,9833,8792,5727,1036.5,0.0143,515
3,0,4541,0.7167,0.46545,8898,8792,9833,1036.5,0.3939,102
3,0,10851,0.7167,0.46545,8000,8792,10459,1036.5,0.7972,118
2,0,942,0.7167,0.46545,9833,8792,8856,1036.5,0,82
3,0,9616,0.7167,0.46545,4850,8792,13683,1036.5,0.0939,363
3,0,1378,0.7167,0.46545,9833,8792,5278,1036.5,0.5,53
3,0,8865,0.7167,0.46545,12000,8792,8221,1036.5,0.7153,76
3,0,20063,0.7167,0.46545,5690,8792,5804,1036.5,1,53
3,0,4636,0.7167,0.46545,9833,8792,13864,1036.5,0.7797,61
3,0,6763,0.7167,0.46545,9833,8792,9049,1036.5,0,89
3,0,5513,0.7167,0.46545,7917,8792,13552,1036.5,0.5315,80
2,0,4307,1,0,9833,8792,10863,1036.5,0.7612,54
3,0,8589,0.7167,0.46545,12000,8792,11596,1036.5,0.7097,87
3,0,6706,0.7167,0.46545,11086,8792,8025,1036.5,0.413,3
3,0,10420,0.7167,0.46545,8500,8792,12970,1036.5,1,59
3,0,444,0.8571,0.46545,5500,8792,8838,1036.5,0.6798,1117
3,0,8085,0.7167,0.46545,6837,8792,12103,1036.5,0.7428,169
3,0,8442,0.7167,0.46545,6392.5,8792,13109,1036.5,0.5954,65
3,0,8245,0.7167,0.46545,6569,8792,12256,1036.5,0.8047,94
3,0,9549,0.7167,0.46545,5781,8792,13996,1036.5,0.5673,197
3,0,8302,0.7167,0.46545,6569,8792,13045,1036.5,0.5225,130
3,0,8540,0.7167,0.46545,7000,8792,13514,1036.5,0.7071,170
3,0,9688,0.7167,0.46545,6569,8792,13791,1036.5,0.748,255
3,0,8464,0.7167,0.46545,7000,8792,12100,1036.5,0.683,117
3,0,8295,0.7167,0.46545,7392,8792,12950,1036.5,0.7735,134
3,0,8252,0.7167,0.46545,7000,8792,13839,1036.5,0.7379,65
3,0,8188,0.7167,0.46545,6569,8792,12614,1036.5,0.697,151
3,0,8532,0.7167,0.46545,6569,8792,12291,1036.5,0.6878,121
3,0,8013,0.7167,0.46545,5781,8792,12952,1036.5,0.6257,111
3,0,8629,0.7167,0.46545,8100,8792,12385,1036.5,0.7863,61
3,0,7893,0.7167,0.46545,9500,8792,9570,1036.5,0.7368,75
3,0,8168,0.7167,0.46545,4600,8792,12459,1036.5,0.717,44
3,0,19285,0.7167,0.46545,9887,8792,8011,1036.5,0.781,73
3,0,3311,0.7167,0.46545,7111,8792,7575,1036.5,0.5347,64
3,0,8739,0.7167,0.46545,12000,8792,11561,1036.5,0.4323,485
3,0,7515,0.7167,0.46545,9500,8792,13904,1036.5,0.5061,231
3,0,6517,0.7167,0.46545,9833,8792,11231,1036.5,0.1371,129
3,0,2632,0.7167,0.46545,9833,8792,5723,1036.5,0,35
3,0,4577,0.7167,0.46545,9833,8792,10855,1036.5,0.1333,75
3,0,7841,0.7167,0.46545,11574.5,8792,11514,1036.5,0.3553,36
3,0,8803,0.7167,0.46545,7917,8792,10133,1036.5,0.5741,58
3,0,7327,0.7167,0.46545,9833,8792,9528,1036.5,0.3333,105
2,0,0,0.7167,0.46545,9833,8792,4198,1036.5,0,27
3,0,14037,0.7167,0.46545,10413,8792,9836,1036.5,0.8571,30
3,0,14846,0.7167,0.46545,9833,8792,5248,1036.5,0,35
3,0,7633,0.7167,0.46545,8916,8792,10149,1036.5,0.7838,105
3,0,4654,0.7167,0.46545,9000,8792,8448,1036.5,0.5263,32
3,0,7688,0.7167,0.46545,12000,8792,13322,1036.5,0.5792,152
3,0,5366,0.7167,0.46545,12000,8792,12607,1036.5,0.6058,161
2,0,10784,0.8814,0.46545,9833,8792,7600,1036.5,0.1919,150
3,0,9360,0.7167,0.46545,8003,8792,11770,1036.5,0.4737,146
3,0,4079,0.7167,0.46545,8708,8792,12548,1036.5,0.712,898
3,0,2446,0.7167,0.46545,7235,8792,8785,1036.5,0.5325,53
3,0,791,0.7167,0.46545,9833,8792,6459,1036.5,0,613
3,0,5998,0.7167,0.46545,6625,8792,11483,1036.5,0.5099,220
3,0,111,0.7167,0.46545,9833,8792,7455,1036.5,0,59
3,0,6392,0.7167,0.46545,15397,8792,12313,1036.5,0.7173,348
3,0,15950,0.7167,0.46545,9500,8792,9040,1036.5,0.5333,58
3,0,19465,1,0.46545,12380.5,8792,2878,1036.5,0.7631,506
3,0,6965,0.7167,0.46545,9833,8792,11466,1036.5,0.3243,64
3,0,9403,0.7167,0.46545,8440,8792,12662,1036.5,0.4184,100
2,0,5576,0.7167,0.46545,9833,8792,14069,1036.5,0.3063,113
3,0,4526,0.7167,0.46545,9833,8792,5224,1036.5,0.0139,35
3,0,4279,0.7167,0.46545,6537,8792,14094,1036.5,0.65,54
3,0,11860,0.7167,0.46545,9500,8792,12322,1036.5,0.561,65
3,0,6147,0.7167,0.46545,6078,8792,12621,1036.5,0.6824,41
3,0,7438,0.7167,0.46545,9833,8792,10267,1036.5,0.35,30
3,0,8728,0.7167,0.46545,3500,8792,3206,1036.5,0.1071,110
3,0,3351,0.7167,0.46545,9833,8792,10755,1036.5,0,43
2,0,3768,0.7167,0.15,9833,8792,9479,1036.5,0.1533,95
3,0,6898,0.7167,0.46545,9833,8792,9411,1036.5,0.9667,25
3,0,11925,0.7167,0.46545,9833,8792,6550,1036.5,0,35
3,0,11080,0.7167,0.46545,9500,8792,11529,1036.5,0.5081,132
3,0,15316,0.7167,0.46545,9500,8792,7675,1036.5,0.9043,59
3,0,3822,0.7167,0.46545,10100,8792,11382,1036.5,0.6159,97
3,0,11668,0.7167,0.46545,5818,8792,12889,1036.5,0.4129,95
